version,version_id,name,star,use,own,use_rate,own_rate,collection,rank_class
v4.6(Phase I),33,Hu Tao,5,21033,70413,29.9,50.1,-,a
v4.6(Phase I),33,Yae Miko,5,12225,67959,18.0,48.3,-,b
v4.6(Phase I),33,Arlecchino,5,41799,59727,70.0,42.5,-,s1
v4.6(Phase I),33,Xianyun,5,12138,59628,20.4,42.4,-,a
v4.6(Phase I),33,Ganyu,5,1824,57861,3.2,41.1,-,f
v4.6(Phase I),33,Venti,5,3558,57435,6.2,40.8,-,b
v4.6(Phase I),33,Yoimiya,5,3366,52497,6.4,37.3,-,b
v4.6(Phase I),33,Wanderer,5,3960,50448,7.8,35.9,-,b
v4.6(Phase I),33,Tartaglia,5,13284,48126,27.6,34.2,-,a
v4.6(Phase I),33,Xiao,5,4431,47688,9.3,33.9,-,b
v4.6(Phase I),33,Alhaitham,5,14919,47301,31.5,33.6,-,a
v4.6(Phase I),33,Aloy,5,9,45930,0.1,32.6,-,f
v4.6(Phase I),33,Navia,5,8748,45741,19.1,32.5,-,b
v4.6(Phase I),33,Nilou,5,4809,42276,11.4,30.1,-,b
v4.6(Phase I),33,Shenhe,5,2625,39033,6.7,27.7,-,b
v4.6(Phase I),33,Kamisato Ayato,5,3639,39024,9.3,27.7,-,b
v4.6(Phase I),33,Baizhu,5,21726,36243,59.9,25.8,-,s
v4.6(Phase I),33,Klee,5,3225,32946,9.8,23.4,-,b
v4.6(Phase I),33,Eula,5,765,29052,2.6,20.7,-,f
v4.6(Phase I),33,Cyno,5,1191,27804,4.3,19.8,-,f
v4.6(Phase I),33,Arataki Itto,5,795,21819,3.6,15.5,-,f
v4.6(Phase I),33,Albedo,5,651,20346,3.2,14.5,-,f
v4.6(Phase I),33,Lyney,5,2715,19938,13.6,14.2,-,b
v4.6(Phase I),33,Wriothesley,5,3141,16458,19.1,11.7,-,b
v4.6(Phase I),33,Chiori,5,3456,13710,25.2,9.7,-,a
v4.6(Phase II),34,Lisa,4,66,73653,0.1,100.0,-,f
v4.6(Phase II),34,Kaeya,4,210,73653,0.3,100.0,-,f
v4.6(Phase II),34,Ambor,4,96,73653,0.1,100.0,-,f
v4.6(Phase II),34,Collei,4,150,73653,0.2,100.0,-,f
v4.6(Phase II),34,Barbara,4,1059,73653,1.4,100.0,-,f
v4.6(Phase II),34,Noelle,4,642,73653,0.9,100.0,-,f
v4.6(Phase II),34,Xiangling,4,34839,73653,47.4,100.0,-,s
v4.6(Phase II),34,Bennett,4,55713,73473,75.8,99.9,-,s1
v4.6(Phase II),34,Lynette,4,1764,73560,2.4,99.9,-,f
v4.6(Phase II),34,Freminet,4,27,73014,0.1,99.9,-,f
v4.6(Phase II),34,Xingqiu,4,36687,73536,49.9,99.9,-,s
v4.6(Phase II),34,Beidou,4,2043,72639,2.8,98.6,-,f
v4.6(Phase II),34,Faruzan,4,6492,72540,8.9,98.5,-,b
v4.6(Phase II),34,Gorou,4,996,72447,1.4,98.4,-,f
v4.6(Phase II),34,Fischl,4,4338,72330,6.0,98.2,-,b
v4.6(Phase II),34,Yanfei,4,1056,72222,1.5,98.1,-,f
v4.6(Phase II),34,Diona,4,1422,71754,2.0,97.4,-,f
v4.6(Phase II),34,Rosaria,4,396,71607,0.6,97.2,-,f
v4.6(Phase II),34,Kuki Shinobu,4,25824,71076,36.3,96.5,-,s
v4.6(Phase II),34,Ningguang,4,258,71037,0.4,96.4,-,f
v4.6(Phase II),34,Layla,4,3405,70980,4.8,96.4,-,f
v4.6(Phase II),34,Kujou Sara,4,2481,70950,3.5,96.3,-,f
v4.6(Phase II),34,Yaoyao,4,1938,70929,2.7,96.3,-,f
v4.6(Phase II),34,Sucrose,4,1149,70848,1.6,96.2,-,f
v4.6(Phase II),34,Dori,4,81,70647,0.1,95.9,-,f
v4.6(Phase II),34,Sayu,4,114,69456,0.2,94.3,-,f
v4.6(Phase II),34,Chongyun,4,48,69420,0.1,94.3,-,f
v4.6(Phase II),34,Shikanoin Heizou,4,219,69330,0.3,94.1,-,f
v4.6(Phase II),34,Yun Jin,4,501,69168,0.7,93.9,-,f
v4.6(Phase II),34,Xinyan,4,27,69093,0.1,93.8,-,f
v4.6(Phase II),34,Kaedehara Kazuha,5,54714,68694,79.6,93.3,-,s1
v4.6(Phase II),34,Thoma,4,1587,68652,2.3,93.2,-,f
v4.6(Phase II),34,Nahida,5,38955,68538,56.8,93.1,-,s
v4.6(Phase II),34,Gaming,4,609,68382,0.9,92.8,-,f
v4.6(Phase II),34,Razor,4,33,67893,0.1,92.2,-,f
v4.6(Phase II),34,Candace,4,90,67845,0.1,92.1,-,f
v4.6(Phase II),34,Charlotte,4,7290,66108,11.0,89.8,-,b
v4.6(Phase II),34,Diluc,5,969,63723,1.5,86.5,-,f
v4.6(Phase II),34,Keqing,5,2235,63474,3.5,86.2,-,f
v4.6(Phase II),34,Mona,5,2661,63447,4.2,86.1,-,f
v4.6(Phase II),34,Jean,5,6045,63270,9.6,85.9,-,b
v4.6(Phase II),34,Qiqi,5,258,63168,0.4,85.8,-,f
v4.6(Phase II),34,Kirara,4,459,61656,0.7,83.7,-,f
v4.6(Phase II),34,Mika,4,324,61275,0.5,83.2,-,f
v4.6(Phase II),34,Furina,5,52776,60705,86.9,82.4,-,s1
v4.6(Phase II),34,Zhongli,5,41925,60045,69.8,81.5,-,s
v4.6(Phase II),34,Raiden Shogun,5,18678,58575,31.9,79.5,-,a
v4.6(Phase II),34,Tighnari,5,2778,58005,4.8,78.8,-,f
v4.6(Phase II),34,Yelan,5,32451,56847,57.1,77.2,-,s
v4.6(Phase II),34,Kaveh,4,156,54519,0.3,74.0,-,f
v4.6(Phase II),34,Neuvillette,5,40761,52038,78.3,70.7,-,s1
v4.6(Phase II),34,Chevreuse,4,3387,49713,6.8,67.5,-,b
v4.6(Phase II),34,Dehya,5,2139,49023,4.4,66.6,-,f
v4.6(Phase II),34,Ayaka,5,3147,40563,7.8,55.1,-,b
v4.6(Phase II),34,Arlecchino,5,26277,37176,70.7,50.5,-,s1
v4.6(Phase II),34,Sangonomiya Kokomi,5,6243,36252,17.2,49.2,-,b
v4.6(Phase II),34,Hu Tao,5,7878,35196,22.4,47.8,-,a
v4.6(Phase II),34,Yae Miko,5,6228,35070,17.8,47.6,-,b
v4.6(Phase II),34,Xianyun,5,6285,30882,20.4,41.9,-,a
v4.6(Phase II),34,Venti,5,1662,29568,5.6,40.1,-,b
v4.6(Phase II),34,Ganyu,5,1056,28878,3.7,39.2,-,f
v4.6(Phase II),34,Wanderer,5,4107,28353,14.5,38.5,-,b
v4.6(Phase II),34,Yoimiya,5,1593,26100,6.1,35.4,-,b
v4.6(Phase II),34,Xiao,5,2592,25191,10.3,34.2,-,b
v4.6(Phase II),34,Alhaitham,5,7593,24876,30.5,33.8,-,a
v4.6(Phase II),34,Navia,5,4419,23904,18.5,32.5,-,b
v4.6(Phase II),34,Tartaglia,5,5730,23952,23.9,32.5,-,a
v4.6(Phase II),34,Aloy,5,24,22194,0.1,30.1,-,f
v4.6(Phase II),34,Baizhu,5,12777,21699,58.9,29.5,-,s
v4.6(Phase II),34,Nilou,5,2391,21417,11.2,29.1,-,b
v4.6(Phase II),34,Kamisato Ayato,5,2103,20958,10.0,28.5,-,b
v4.6(Phase II),34,Shenhe,5,1395,19431,7.2,26.4,-,b
v4.6(Phase II),34,Klee,5,1626,17016,9.6,23.1,-,b
v4.6(Phase II),34,Eula,5,549,14499,3.8,19.7,-,f
v4.6(Phase II),34,Cyno,5,774,14316,5.4,19.4,-,b
v4.6(Phase II),34,Arataki Itto,5,423,11178,3.8,15.2,-,f
v4.6(Phase II),34,Lyney,5,1350,11112,12.1,15.1,-,b
v4.6(Phase II),34,Albedo,5,303,10749,2.8,14.6,-,f
v4.6(Phase II),34,Wriothesley,5,2205,9786,22.5,13.3,-,a
v4.6(Phase II),34,Chiori,5,1884,7545,25.0,10.2,-,a
v4.7(Phase I),35,Lisa,4,111,112266,0.1,100.0,-,f
v4.7(Phase I),35,Kaeya,4,234,112266,0.2,100.0,-,f
v4.7(Phase I),35,Ambor,4,24,112266,0.1,100.0,-,f
v4.7(Phase I),35,Collei,4,348,112266,0.3,100.0,-,f
v4.7(Phase I),35,Lynette,4,1038,112218,0.9,100.0,-,f
v4.7(Phase I),35,Barbara,4,2877,112266,2.6,100.0,-,f
v4.7(Phase I),35,Noelle,4,546,112266,0.5,100.0,-,f
v4.7(Phase I),35,Xiangling,4,25785,112266,23.0,100.0,-,a
v4.7(Phase I),35,Gorou,4,1080,111708,1.0,99.9,-,f
v4.7(Phase I),35,Beidou,4,2517,111273,2.3,99.9,-,f
v4.7(Phase I),35,Bennett,4,50514,112059,45.1,99.9,-,s
v4.7(Phase I),35,Freminet,4,27,111261,0.1,99.9,-,f
v4.7(Phase I),35,Xingqiu,4,53991,112191,48.1,99.9,-,s
v4.7(Phase I),35,Faruzan,4,10212,110763,9.2,98.7,-,b
v4.7(Phase I),35,Fischl,4,16443,110682,14.9,98.6,-,b
v4.7(Phase I),35,Yanfei,4,216,110370,0.2,98.3,-,f
v4.7(Phase I),35,Diona,4,2631,110007,2.4,98.0,-,f
v4.7(Phase I),35,Layla,4,5034,109692,4.6,97.7,-,f
v4.7(Phase I),35,Rosaria,4,627,109473,0.6,97.5,-,f
v4.7(Phase I),35,Ningguang,4,189,109137,0.2,97.2,-,f
v4.7(Phase I),35,Kuki Shinobu,4,40629,108867,37.3,97.0,-,s
v4.7(Phase I),35,Thoma,4,1347,108885,1.2,97.0,-,f
v4.7(Phase I),35,Kujou Sara,4,3852,108675,3.5,96.8,-,f
v4.7(Phase I),35,Sucrose,4,1725,108648,1.6,96.8,-,f
v4.7(Phase I),35,Dori,4,15,108600,0.1,96.7,-,f
v4.7(Phase I),35,Yaoyao,4,2769,108531,2.6,96.7,-,f
v4.7(Phase I),35,Shikanoin Heizou,4,330,106914,0.3,95.2,-,f
v4.7(Phase I),35,Chongyun,4,51,106800,0.1,95.1,-,f
v4.7(Phase I),35,Sayu,4,135,106554,0.1,94.9,-,f
v4.7(Phase I),35,Yun Jin,4,693,106272,0.7,94.7,-,f
v4.7(Phase I),35,Xinyan,4,6,106368,0.1,94.7,-,f
v4.7(Phase I),35,Kaedehara Kazuha,5,91290,105948,86.2,94.4,-,s1
v4.7(Phase I),35,Razor,4,42,105210,0.1,93.7,-,f
v4.7(Phase I),35,Gaming,4,165,104814,0.2,93.4,-,f
v4.7(Phase I),35,Nahida,5,70962,104850,67.7,93.4,-,s
v4.7(Phase I),35,Candace,4,42,104127,0.1,92.8,-,f
v4.7(Phase I),35,Charlotte,4,16827,101946,16.5,90.8,-,b
v4.7(Phase I),35,Diluc,5,309,98769,0.3,88.0,-,f
v4.7(Phase I),35,Keqing,5,3762,98457,3.8,87.7,-,f
v4.7(Phase I),35,Mona,5,4671,98394,4.7,87.6,-,f
v4.7(Phase I),35,Jean,5,9657,98262,9.8,87.5,-,b
v4.7(Phase I),35,Qiqi,5,582,97950,0.6,87.2,-,f
v4.7(Phase I),35,Kirara,4,1017,94752,1.1,84.4,-,f
v4.7(Phase I),35,Furina,5,89079,94716,94.0,84.4,-,s1
v4.7(Phase I),35,Mika,4,447,94566,0.5,84.2,-,f
v4.7(Phase I),35,Zhongli,5,60999,92496,65.9,82.4,-,s
v4.7(Phase I),35,Raiden Shogun,5,32271,90765,35.6,80.8,-,s
v4.7(Phase I),35,Yelan,5,50463,89754,56.2,79.9,-,s
v4.7(Phase I),35,Tighnari,5,6492,89514,7.3,79.7,-,b
v4.7(Phase I),35,Kaveh,4,201,83589,0.2,74.5,-,f
v4.7(Phase I),35,Neuvillette,5,76107,83292,91.4,74.2,-,s1
v4.7(Phase I),35,Chevreuse,4,5160,76716,6.7,68.3,-,b
v4.7(Phase I),35,Dehya,5,1716,76128,2.3,67.8,-,f
v4.7(Phase I),35,Ayaka,5,5340,64545,8.3,57.5,-,b
v4.7(Phase I),35,Sethos,4,240,60303,0.4,53.7,-,f
v4.7(Phase I),35,Sangonomiya Kokomi,5,19671,58110,33.9,51.8,-,a
v4.7(Phase I),35,Hu Tao,5,5307,55224,9.6,49.2,-,b
v4.7(Phase I),35,Yae Miko,5,14793,54729,27.0,48.7,-,a
v4.7(Phase I),35,Arlecchino,5,20565,52971,38.8,47.2,-,s
v4.7(Phase I),35,Xianyun,5,8010,48108,16.7,42.9,-,b
v4.7(Phase I),35,Venti,5,3318,47451,7.0,42.3,-,b
v4.7(Phase I),35,Ganyu,5,1623,46683,3.5,41.6,-,f
v4.7(Phase I),35,Alhaitham,5,20460,46557,43.9,41.5,-,s
v4.7(Phase I),35,Wanderer,5,6261,45759,13.7,40.8,-,b
v4.7(Phase I),35,Yoimiya,5,1308,41892,3.1,37.3,-,f
v4.7(Phase I),35,Xiao,5,3882,39249,9.9,35.0,-,b
v4.7(Phase I),35,Tartaglia,5,7755,38307,20.2,34.1,-,a
v4.7(Phase I),35,Aloy,5,0,37140,0.1,33.1,-,f
v4.7(Phase I),35,Baizhu,5,27321,37044,73.8,33.0,-,s1
v4.7(Phase I),35,Navia,5,3408,36717,9.3,32.7,-,b
v4.7(Phase I),35,Nilou,5,4353,34317,12.7,30.6,-,b
v4.7(Phase I),35,Clorinde,5,15108,33771,44.7,30.1,-,s
v4.7(Phase I),35,Kamisato Ayato,5,4002,32622,12.3,29.1,-,b
v4.7(Phase I),35,Shenhe,5,3066,31746,9.7,28.3,-,b
v4.7(Phase I),35,Klee,5,501,26793,1.9,23.9,-,f
v4.7(Phase I),35,Eula,5,405,23193,1.7,20.7,-,f
v4.7(Phase I),35,Cyno,5,1098,22158,5.0,19.7,-,b
v4.7(Phase I),35,Arataki Itto,5,525,17679,3.0,15.7,-,f
v4.7(Phase I),35,Lyney,5,867,16995,5.1,15.1,-,b
v4.7(Phase I),35,Albedo,5,390,16752,2.3,14.9,-,f
v4.7(Phase I),35,Wriothesley,5,2598,13998,18.6,12.5,-,b
v4.7(Phase I),35,Chiori,5,2040,11319,18.0,10.1,-,b
v4.7(Phase II),36,Lisa,4,84,47748,0.2,100.0,-,f
v4.7(Phase II),36,Kaeya,4,132,47748,0.3,100.0,-,f
v4.7(Phase II),36,Ambor,4,24,47748,0.1,100.0,-,f
v4.7(Phase II),36,Collei,4,111,47748,0.2,100.0,-,f
v4.7(Phase II),36,Barbara,4,1116,47748,2.3,100.0,-,f
v4.7(Phase II),36,Xingqiu,4,22983,47745,48.1,100.0,-,s
v4.7(Phase II),36,Noelle,4,249,47748,0.5,100.0,-,f
v4.7(Phase II),36,Xiangling,4,12501,47748,26.2,100.0,-,a
v4.7(Phase II),36,Gorou,4,531,47487,1.1,99.9,-,f
v4.7(Phase II),36,Bennett,4,23379,47676,49.0,99.9,-,s
v4.7(Phase II),36,Lynette,4,609,47673,1.3,99.9,-,f
v4.7(Phase II),36,Rosaria,4,279,47307,0.6,99.9,-,f
v4.7(Phase II),36,Freminet,4,15,47139,0.1,98.7,-,f
v4.7(Phase II),36,Beidou,4,852,46965,1.8,98.4,-,f
v4.7(Phase II),36,Faruzan,4,5124,46977,10.9,98.4,-,b
v4.7(Phase II),36,Yanfei,4,117,46734,0.3,97.9,-,f
v4.7(Phase II),36,Fischl,4,5511,46593,11.8,97.6,-,b
v4.7(Phase II),36,Gaming,4,195,46518,0.4,97.4,-,f
v4.7(Phase II),36,Layla,4,2643,46251,5.7,96.9,-,b
v4.7(Phase II),36,Diona,4,1086,46110,2.4,96.6,-,f
v4.7(Phase II),36,Thoma,4,615,45951,1.3,96.2,-,f
v4.7(Phase II),36,Ningguang,4,135,45795,0.3,95.9,-,f
v4.7(Phase II),36,Kuki Shinobu,4,17313,45717,37.9,95.7,-,s
v4.7(Phase II),36,Kujou Sara,4,1557,45672,3.4,95.7,-,f
v4.7(Phase II),36,Sucrose,4,1092,45699,2.4,95.7,-,f
v4.7(Phase II),36,Yaoyao,4,1113,45669,2.4,95.6,-,f
v4.7(Phase II),36,Furina,5,43278,45405,95.3,95.1,-,s1
v4.7(Phase II),36,Dori,4,63,45366,0.1,95.0,-,f
v4.7(Phase II),36,Sayu,4,78,44589,0.2,93.4,-,f
v4.7(Phase II),36,Chongyun,4,42,44544,0.1,93.3,-,f
v4.7(Phase II),36,Shikanoin Heizou,4,165,44499,0.4,93.2,-,f
v4.7(Phase II),36,Xinyan,4,15,44388,0.1,93.0,-,f
v4.7(Phase II),36,Yun Jin,4,303,44346,0.7,92.9,-,f
v4.7(Phase II),36,Kaedehara Kazuha,5,37809,43839,86.2,91.8,-,s1
v4.7(Phase II),36,Razor,4,18,43854,0.1,91.8,-,f
v4.7(Phase II),36,Candace,4,45,43608,0.1,91.3,-,f
v4.7(Phase II),36,Nahida,5,26976,43509,62.0,91.1,-,s
v4.7(Phase II),36,Charlotte,4,7551,42153,17.9,88.3,-,b
v4.7(Phase II),36,Diluc,5,174,41055,0.4,86.0,-,f
v4.7(Phase II),36,Keqing,5,1380,40923,3.4,85.7,-,f
v4.7(Phase II),36,Mona,5,1665,40914,4.1,85.7,-,f
v4.7(Phase II),36,Qiqi,5,207,40788,0.5,85.4,-,f
v4.7(Phase II),36,Jean,5,3876,40728,9.5,85.3,-,b
v4.7(Phase II),36,Kirara,4,360,40149,0.9,84.1,-,f
v4.7(Phase II),36,Mika,4,255,39801,0.6,83.4,-,f
v4.7(Phase II),36,Tighnari,5,2133,37986,5.6,79.6,-,b
v4.7(Phase II),36,Zhongli,5,22452,36528,61.5,76.5,-,s
v4.7(Phase II),36,Raiden Shogun,5,14532,36162,40.2,75.7,-,s
v4.7(Phase II),36,Kaveh,4,117,35712,0.3,74.8,-,f
v4.7(Phase II),36,Yelan,5,20187,34674,58.2,72.6,-,s
v4.7(Phase II),36,Neuvillette,5,31368,34305,91.4,71.8,-,s1
v4.7(Phase II),36,Chevreuse,4,2790,32925,8.5,69.0,-,b
v4.7(Phase II),36,Dehya,5,645,32568,2.0,68.2,-,f
v4.7(Phase II),36,Sethos,4,36,24951,0.1,52.3,-,f
v4.7(Phase II),36,Ayaka,5,1887,24795,7.6,51.9,-,b
v4.7(Phase II),36,Sangonomiya Kokomi,5,7176,21870,32.8,45.8,-,a
v4.7(Phase II),36,Hu Tao,5,2289,21750,10.5,45.6,-,b
v4.7(Phase II),36,Yae Miko,5,5049,20670,24.4,43.3,-,a
v4.7(Phase II),36,Arlecchino,5,8676,20295,42.7,42.5,-,s
v4.7(Phase II),36,Alhaitham,5,7965,18909,42.1,39.6,-,s
v4.7(Phase II),36,Wanderer,5,3108,18747,16.6,39.3,-,b
v4.7(Phase II),36,Xianyun,5,3477,17808,19.5,37.3,-,b
v4.7(Phase II),36,Venti,5,1377,17550,7.8,36.8,-,b
v4.7(Phase II),36,Ganyu,5,678,16887,4.0,35.4,-,f
v4.7(Phase II),36,Xiao,5,2133,15642,13.6,32.8,-,b
v4.7(Phase II),36,Yoimiya,5,618,15576,4.0,32.6,-,f
v4.7(Phase II),36,Tartaglia,5,2592,14388,18.0,30.1,-,b
v4.7(Phase II),36,Navia,5,1857,14328,13.0,30.0,-,b
v4.7(Phase II),36,Baizhu,5,9660,13797,70.0,28.9,-,s1
v4.7(Phase II),36,Aloy,5,9,12564,0.1,26.3,-,f
v4.7(Phase II),36,Nilou,5,1563,12345,12.7,25.9,-,b
v4.7(Phase II),36,Kamisato Ayato,5,1671,12342,13.5,25.8,-,b
v4.7(Phase II),36,Clorinde,5,4329,11985,36.1,25.1,-,s
v4.7(Phase II),36,Shenhe,5,909,10686,8.5,22.4,-,b
v4.7(Phase II),36,Klee,5,288,9948,2.9,20.8,-,f
v4.7(Phase II),36,Cyno,5,417,8652,4.8,18.1,-,f
v4.7(Phase II),36,Eula,5,237,7989,3.0,16.7,-,f
v4.7(Phase II),36,Lyney,5,528,6894,7.7,14.4,-,b
v4.7(Phase II),36,Arataki Itto,5,258,6504,4.0,13.6,-,f
v4.7(Phase II),36,Sigewinne,5,2328,6243,37.3,13.1,-,s
v4.7(Phase II),36,Albedo,5,237,6000,4.0,12.6,-,f
v4.7(Phase II),36,Wriothesley,5,1335,5892,22.7,12.3,-,a
v4.7(Phase II),36,Chiori,5,900,4170,21.6,8.7,-,a
v4.8(Phase I),37,Lisa,4,69,77727,0.1,100.0,-,f
v4.8(Phase I),37,Kaeya,4,192,77727,0.2,100.0,-,f
v4.8(Phase I),37,Ambor,4,21,77727,0.1,100.0,-,f
v4.8(Phase I),37,Collei,4,180,77727,0.2,100.0,-,f
v4.8(Phase I),37,Barbara,4,762,77727,1.0,100.0,-,f
v4.8(Phase I),37,Noelle,4,3225,77727,4.2,100.0,-,f
v4.8(Phase I),37,Xiangling,4,34278,77727,44.2,100.0,-,s
v4.8(Phase I),37,Gorou,4,1932,77148,2.5,99.9,-,f
v4.8(Phase I),37,Bennett,4,54282,77424,70.1,99.9,-,s1
v4.8(Phase I),37,Lynette,4,726,77577,0.9,99.9,-,f
v4.8(Phase I),37,Xingqiu,4,24021,77655,30.9,99.9,-,a
v4.8(Phase I),37,Rosaria,4,510,76932,0.7,99.0,-,f
v4.8(Phase I),37,Kirara,4,864,76779,1.1,98.8,-,f
v4.8(Phase I),37,Yanfei,4,243,76614,0.3,98.6,-,f
v4.8(Phase I),37,Faruzan,4,7911,76452,10.3,98.4,-,b
v4.8(Phase I),37,Freminet,4,216,76488,0.3,98.4,-,f
v4.8(Phase I),37,Beidou,4,1404,76296,1.8,98.2,-,f
v4.8(Phase I),37,Fischl,4,6075,75864,8.0,97.6,-,b
v4.8(Phase I),37,Ningguang,4,2052,75774,2.7,97.5,-,f
v4.8(Phase I),37,Gaming,4,732,75429,1.0,97.0,-,f
v4.8(Phase I),37,Layla,4,3291,75132,4.4,96.7,-,f
v4.8(Phase I),37,Diona,4,2133,75105,2.8,96.6,-,f
v4.8(Phase I),37,Thoma,4,1350,74817,1.8,96.3,-,f
v4.8(Phase I),37,Sucrose,4,1176,74673,1.6,96.1,-,f
v4.8(Phase I),37,Kujou Sara,4,2049,74541,2.7,95.9,-,f
v4.8(Phase I),37,Yaoyao,4,1866,74346,2.5,95.7,-,f
v4.8(Phase I),37,Kuki Shinobu,4,19842,74196,26.7,95.5,-,a
v4.8(Phase I),37,Dori,4,93,73878,0.1,95.0,-,f
v4.8(Phase I),37,Razor,4,45,73782,0.1,94.9,-,f
v4.8(Phase I),37,Furina,5,63168,72708,86.9,93.5,-,s1
v4.8(Phase I),37,Chongyun,4,84,72696,0.1,93.5,-,f
v4.8(Phase I),37,Shikanoin Heizou,4,195,72336,0.3,93.1,-,f
v4.8(Phase I),37,Xinyan,4,18,72282,0.1,93.0,-,f
v4.8(Phase I),37,Sayu,4,96,72219,0.1,92.9,-,f
v4.8(Phase I),37,Yun Jin,4,1254,72156,1.7,92.8,-,f
v4.8(Phase I),37,Candace,4,6,71595,0.1,92.1,-,f
v4.8(Phase I),37,Nahida,5,32379,70545,45.9,90.8,-,s
v4.8(Phase I),37,Kaedehara Kazuha,5,53532,70335,76.1,90.5,-,s1
v4.8(Phase I),37,Charlotte,4,13068,68361,19.1,88.0,-,b
v4.8(Phase I),37,Mona,5,2085,66993,3.1,86.2,-,f
v4.8(Phase I),37,Keqing,5,1620,66849,2.4,86.0,-,f
v4.8(Phase I),37,Diluc,5,633,66624,1.0,85.7,-,f
v4.8(Phase I),37,Jean,5,5136,66345,7.7,85.4,-,b
v4.8(Phase I),37,Qiqi,5,339,66273,0.5,85.3,-,f
v4.8(Phase I),37,Kaveh,4,252,65451,0.4,84.2,-,f
v4.8(Phase I),37,Mika,4,447,65139,0.7,83.8,-,f
v4.8(Phase I),37,Tighnari,5,3255,61704,5.3,79.4,-,b
v4.8(Phase I),37,Yelan,5,25614,61092,41.9,78.6,-,s
v4.8(Phase I),37,Zhongli,5,56241,60495,93.0,77.8,-,s1
v4.8(Phase I),37,Raiden Shogun,5,19431,58773,33.1,75.6,-,a
v4.8(Phase I),37,Chevreuse,4,5100,54753,9.3,70.4,-,b
v4.8(Phase I),37,Neuvillette,5,42588,53970,78.9,69.4,-,s1
v4.8(Phase I),37,Dehya,5,2154,53220,4.0,68.5,-,f
v4.8(Phase I),37,Sethos,4,21,42825,0.1,55.1,-,f
v4.8(Phase I),37,Ayaka,5,3711,40698,9.1,52.4,-,b
v4.8(Phase I),37,Hu Tao,5,7449,35514,21.0,45.7,-,a
v4.8(Phase I),37,Sangonomiya Kokomi,5,6567,35043,18.7,45.1,-,b
v4.8(Phase I),37,Yae Miko,5,6624,33402,19.8,43.0,-,b
v4.8(Phase I),37,Arlecchino,5,17847,32649,54.7,42.0,-,s
v4.8(Phase I),37,Navia,5,21516,32025,67.2,41.2,-,s
v4.8(Phase I),37,Alhaitham,5,6447,30126,21.4,38.8,-,a
v4.8(Phase I),37,Wanderer,5,3465,29829,11.6,38.4,-,b
v4.8(Phase I),37,Xianyun,5,7209,29496,24.4,37.9,-,a
v4.8(Phase I),37,Venti,5,1140,28215,4.0,36.3,-,f
v4.8(Phase I),37,Ganyu,5,1143,26727,4.3,34.4,-,f
v4.8(Phase I),37,Nilou,5,2916,26232,11.1,33.7,-,b
v4.8(Phase I),37,Yoimiya,5,1632,25134,6.5,32.3,-,b
v4.8(Phase I),37,Xiao,5,4503,25017,18.0,32.2,-,b
v4.8(Phase I),37,Tartaglia,5,3444,23403,14.7,30.1,-,b
v4.8(Phase I),37,Baizhu,5,14778,21858,67.6,28.1,-,s
v4.8(Phase I),37,Aloy,5,3,20343,0.1,26.2,-,f
v4.8(Phase I),37,Kamisato Ayato,5,1194,19809,6.0,25.5,-,b
v4.8(Phase I),37,Clorinde,5,3183,19596,16.2,25.2,-,b
v4.8(Phase I),37,Shenhe,5,1971,17415,11.3,22.4,-,b
v4.8(Phase I),37,Klee,5,612,15372,4.0,19.8,-,f
v4.8(Phase I),37,Cyno,5,510,13833,3.7,17.8,-,f
v4.8(Phase I),37,Eula,5,579,13332,4.3,17.2,-,f
v4.8(Phase I),37,Emilie,5,4248,11097,38.3,14.3,-,s
v4.8(Phase I),37,Lyney,5,1272,10716,11.9,13.8,-,b
v4.8(Phase I),37,Arataki Itto,5,1236,10680,11.6,13.7,-,b
v4.8(Phase I),37,Wriothesley,5,2253,9501,23.7,12.2,-,a
v4.8(Phase I),37,Albedo,5,1155,9468,12.2,12.2,-,b
v4.8(Phase I),37,Sigewinne,5,1605,8691,18.5,11.2,-,b
v4.8(Phase I),37,Chiori,5,3132,6705,46.7,8.6,-,s
v5.0(Phase I),38,Lisa,4,63,84540,0.1,100.0,-,f
v5.0(Phase I),38,Kaeya,4,192,84540,0.2,100.0,-,f
v5.0(Phase I),38,Ambor,4,90,84540,0.1,100.0,-,f
v5.0(Phase I),38,Collei,4,264,84540,0.3,100.0,-,f
v5.0(Phase I),38,Barbara,4,819,84540,1.0,100.0,-,f
v5.0(Phase I),38,Noelle,4,552,84540,0.7,100.0,-,f
v5.0(Phase I),38,Xiangling,4,43002,84540,51.0,100.0,-,s
v5.0(Phase I),38,Gorou,4,933,83748,1.1,99.9,-,f
v5.0(Phase I),38,Bennett,4,58707,84237,69.7,99.9,-,s
v5.0(Phase I),38,Lynette,4,474,84447,0.6,99.9,-,f
v5.0(Phase I),38,Kirara,4,1269,83895,1.5,99.9,-,f
v5.0(Phase I),38,Xingqiu,4,39897,84375,47.3,99.9,-,s
v5.0(Phase I),38,Rosaria,4,360,83502,0.4,98.8,-,f
v5.0(Phase I),38,Yanfei,4,699,83112,0.8,98.3,-,f
v5.0(Phase I),38,Faruzan,4,7206,82878,8.7,98.0,-,b
v5.0(Phase I),38,Freminet,4,24,82788,0.1,97.9,-,f
v5.0(Phase I),38,Beidou,4,897,82650,1.1,97.8,-,f
v5.0(Phase I),38,Ningguang,4,516,82047,0.6,97.1,-,f
